,NCN,CNN,NCN_relative,CNN_relative
0,0.84944577207351,0.7921072725830619,0.836432800259924,0.8230035788040687
1,1.0346312957012835,0.9333613984589105,1.080138077833697,0.9594808502600893
2,0.6313280438217637,0.6847152223441737,0.9174593554193874,0.8545382675325748
3,0.7467816716781073,1.0491563686639214,0.9408136812180747,1.271830378943067
4,0.9863018505709671,0.9201286788318637,0.980058189812992,0.904826590117913
5,1.0256407880898224,0.8212163218550986,1.2347768936830557,1.1419894577936924
6,0.6009792733760877,0.6931088016881665,0.6353006197825801,0.6979424324297459
7,0.5953167171121673,0.7394093139992055,0.8991044846854668,0.7971416940784932
8,1.1365960724769457,0.9314148423827271,1.241697785005968,0.9809539817365808
9,1.0937879722703923,0.8050213774873652,1.265957085501711,1.11701840254974
10,0.7622783809836228,0.804111729916498,0.972302914818921,0.9237057609188217
11,1.2016445762508035,1.0719180645914748,1.1847617992508528,0.9542900748518228
12,0.6257975970921017,0.8194968104449168,0.6745460882419727,0.7223318258830473
13,0.7936843750261153,0.7072615397544425,0.8161946055784312,0.7589093217632638
14,0.7971964499387805,0.7620358127284657,0.8486779408235702,0.8485564392449737
15,1.3042611476487844,1.247523173906713,1.4753962136453094,1.3761132182714513
16,0.7347735210586123,0.730135805871716,0.8307121868517893,0.7846278262202472
17,1.0284492583525524,0.9282291470673101,1.195163635216724,1.255552378174457
18,0.8463024595034283,0.7745248424616745,0.8565900663154624,0.8001953437475519
19,0.755907980289326,1.3143079482292936,0.9135336767825442,1.2488255497010898
20,0.9749751838870244,0.8912950757678417,0.9890351561143821,0.7883063537051457
21,0.5750069963467742,0.7193724239764687,0.7805350802419753,0.7922483873722527
22,0.9209162898926481,0.815351905280248,1.0527941111576593,0.950045945876621
23,1.336139927738521,1.0458506635901372,1.5581006890230629,1.501863983166679
24,0.8358224343815924,0.9068790254657276,1.0439471766175452,0.9795312382115231
25,0.3017468661285363,0.5953589906416301,0.5530327112889233,0.7396027823733635
26,0.853920981013097,0.7940513603844325,1.1543118563251096,1.001587626305885
27,0.8993561073020749,0.8435459795374612,0.9304782494037586,0.896811045409858
28,0.8623018983257071,0.8630162411626708,1.1031589841282243,0.919493920997884
29,0.8865723991681776,0.8320069797629563,0.9443510891253252,0.8249683187275402
30,1.1371314893550855,0.9996284272115303,1.106893763358498,0.9041595549342318
31,0.6531147000665588,0.7005360362490385,0.9643427981321385,0.8664174372803477
32,0.8379689835064208,0.922951809781328,0.8838814910366446,0.837147000893914
33,0.7481633634395346,0.6959724676735533,1.0771655695853137,0.9258047821359863
34,0.7585271045113964,0.7607503860413148,0.7042646946825182,0.7595145965161978
35,0.6307583798585772,0.8447600627309922,0.9018206840819765,1.0849133070632295
36,0.8414635468981078,0.9195238604977446,0.9672847968602584,0.9462820601613846
37,0.9651085873130927,0.7925105799328451,0.9329318435932403,0.7830720856716563
38,1.440764804216418,1.3476017009199723,1.4969010952555852,1.4119092908380668
39,0.8719938475910471,0.9096340796133143,0.9224773373741346,0.9220387135945237
40,0.7853091372256373,0.8653390041465225,1.0696935757506951,0.976323545430828
41,0.9958637444112468,1.2345744212395,1.114374853234708,1.2821041370492834
42,1.1101620017176324,1.0474786572859769,1.2211923270104168,1.0894907717762017
43,1.1669431231784626,1.0724727881219132,1.1409453070304683,1.0134199393676757
44,0.8825911390330774,0.824864389654299,0.96728101532203,0.9134047102493286
45,1.018693847805833,0.9738980670893309,1.339648327363099,1.1994815391339901
46,1.1129249900398928,1.0224583235798645,1.2133408592997739,1.1662256032956495
47,1.163777709748894,0.9703648683626238,1.2370139339798054,1.0308842049724214
48,0.8195973502043516,0.8040032638529204,0.983829003727633,0.9521326191717163
49,0.3481801486335684,0.5341122400857582,0.5211911678191247,0.5844971422587175
50,0.5991412121975279,0.6202465746206083,0.7207902129082442,0.6540303224223062
51,0.9792556279173819,0.9598962818058774,1.098436351158245,0.8686791861288166
52,0.863523897012387,0.8402653518015503,0.859826218013477,0.8315852495759541
53,1.176879662034718,1.0484921325207586,1.2301985848961545,0.9470335242505887
54,1.043191271759605,0.9975464665215026,1.102199197173014,0.9886260958868467
55,1.0642695861072489,0.8482894390833384,1.0110941384952927,0.9207121027361582
56,0.7579350454590617,0.7514876278336466,0.9067898096965559,0.8524960338818861
57,0.9877188770745392,0.8443583858132419,1.1344073652407083,0.9338868602583176
58,0.8318742833362961,0.8329950149823904,0.9668098604514794,0.9190886147828597
59,1.0626657947440727,0.9241799341715028,1.117393756735818,0.8775639033186875
60,0.8644356887812855,0.7261009548290853,0.9002008348158128,0.7681810868525745
61,0.9442998442347055,1.0968540076413598,1.0073285012793565,1.2538676976090921
62,1.2867678255785866,1.0446477723546377,1.2390928780056034,1.0713367728678675
63,0.9620785003554518,1.031236694295759,1.207920840057651,1.2722974787601602
64,0.9680418186637928,0.9625052267321407,1.3696376607259049,1.1322787243847867
65,1.1985072854194485,1.2684260299049386,1.2799573318388757,1.5269943703976048
66,0.9376946597175634,0.9409081127156212,0.8954664583969171,0.8254151192409594
67,1.1031916406730324,0.9179381650110969,1.0818598287168457,0.9548683140720877
68,1.3772400196098749,1.3846253782687366,1.7979014737779209,1.3859610052599804
69,0.7812868124339573,1.2254380256836162,0.854952131402002,1.207008756776389
70,0.855584509747065,0.7749011381681147,0.9822164120347875,0.8740078030545435
71,0.9179869604364899,0.8811944738834204,1.1489463052325755,1.0171850770401858
72,0.6441960830120361,0.9016841699004012,0.758151247063327,0.9415390833347633
73,0.8519043953000137,0.8687042841635955,1.132153184108096,0.9678687964796341
74,0.797909455827029,0.7938937458946594,0.9948278180954154,0.8647413899344681
75,0.6912732856633201,0.7136039260864708,0.6757954155224459,0.6520251365699253
76,0.6946456041390066,0.7100061972441074,0.8540200668064971,0.779935740168656
77,0.881019524385883,0.855272596754983,1.1345436064667656,1.095790572121727
78,1.232709700995913,0.923769772404723,1.3310317565226752,1.0325454035839299
79,0.7638473190343427,0.7473271952244002,0.8964981452396028,0.7672407162895356
80,1.1855433592444893,1.0259009502279373,1.327996896792301,1.2416036953840235
81,0.7979677801448138,0.6996278821664597,1.0975976242251866,0.9919394008720498
82,1.632159796131392,1.2721158237520962,1.5724816707181248,1.12770524394952
83,1.2216050920904804,0.8560631043507215,1.3545647829560346,0.9903903204480429
84,1.0050461877737504,0.8928406141336869,1.0637170041877058,0.8987100017960883
85,0.722122652045233,0.7085827764770842,0.8623283606290097,0.8089963620163031
86,1.0182847517341402,0.8389436140991804,1.1908495811724409,0.963189578437506
87,0.9269203745347565,0.9165686099524324,1.0785854065805396,0.9040785717609544
88,0.2786532043533829,0.600948331855963,0.5354672690056452,0.6420027568305615
89,1.3466797961078283,1.3939597931326955,1.4200232799338002,1.5352340154132738
90,1.046861693467391,0.8883485699204281,1.133238543704756,0.902567561108299
91,1.0769055083887384,0.5347224574306553,1.199107629340565,1.0646450394015274
92,0.7423289815660792,0.7114972084871356,0.8455482136007827,0.7971595901705113
93,1.0949053132073299,0.6089206380166611,1.3269451556580096,1.3567354927638209
94,0.7737659070936324,0.7926243932439008,0.8826183917835935,0.8753098506536263
95,0.7387423354977558,0.7386663382992893,1.0554718388118967,0.8923933494412377
96,1.1997475680336096,1.2857335264313694,1.3260698110828235,1.559167271031841
97,1.8746558256267323,1.4268487231289684,1.926169361793173,1.295580627892344
98,0.8201938242299457,0.9052373065279333,1.0428780509280866,0.9471970037033335
99,0.6200705291190306,0.6536546102155831,0.7209743537389548,0.7205789767147235
100,0.9454880936099446,0.8672599562146173,0.9983447502447936,0.7806222096465427
101,1.107201464022647,0.9210926350260626,1.2099477946653403,0.9361879193871748
102,0.9082344918354431,0.8196406277436513,0.9339797929112541,0.8375037303768978
103,1.5192445401641912,1.1034956722378533,1.520750135696356,1.1107266412720946
104,1.1384464619480683,0.9974854420383755,1.1284884148897298,0.9430789844809148
105,1.0331886886767154,0.97101172864108,1.2178152752029925,1.1373954645964406
106,0.8949601984048248,0.8058263338812551,0.9754225035919296,0.9212846609073422
107,1.1663083943784067,1.1010667418298095,1.2380998589888135,1.357694272839561
108,0.9557413001007619,0.8675890605749824,0.9010515538018001,0.8371604127658882
109,0.6781406922749471,0.7113704250499464,0.8539637891735309,0.8480356660073111
110,0.928734431293177,0.8019512006270013,1.0169884208651765,0.8339145692551275
111,1.0138840475123712,0.9969317772903805,1.4775125368743156,1.2983074946583264
112,0.8013031268441861,0.74812817581026,0.9109041872680441,0.8399278360093122
113,0.7750473987268187,0.6909406898610769,1.26160681095233,1.0448111654426233
114,1.065650215727696,1.1042271370159515,1.067380060077945,0.9064327745847772
115,0.8511355660321834,0.8097175995838042,0.938503948990185,0.7863892368613279
116,0.9093255273751505,0.7845244304338085,1.0212397157727562,0.8671111086596996
117,1.430115949424173,1.1613385937749725,1.421601630446766,1.113115524790715
118,0.7104747282824999,0.7430202087047382,0.9720053598235308,0.8378465556684838
119,0.9080734719814996,0.9286672671365866,1.092741634470918,1.2987145131559967
120,0.8524505341195254,0.9436147071965113,1.3257803881792671,1.2034744511164956
121,0.4355068463296935,0.6256279200929957,0.7955532698265537,0.7874094446990597
122,0.8917070412813867,0.9524203489437294,0.9023414035734652,0.8776985562817955
123,0.9941584949277933,0.8308532753535411,0.9695616114691471,0.8611340775880091
124,1.2154740044923529,1.136415618972861,1.629208322970019,1.3313823143707704
125,0.6327356975271186,0.689471317800315,0.976623290410467,0.9399394813295932
126,0.5777700678760409,0.7205340976713677,0.7381733986043233,0.7409663143442868
127,0.8927025902441571,0.7496688876243558,0.9785561316304678,0.8380149645040056
128,0.7738307390417738,0.7041396515924045,0.8262007081716417,0.7969097475126057
129,1.534586707182481,1.6234453245827818,1.5555043687526222,1.663404599770213
130,0.8778556134164028,0.8566539549636629,0.9696161200295375,0.9870198685015081
131,0.82604708756672,1.0211652046003785,1.2458166800708361,1.492749210506178
132,1.087550902831593,0.8553804124413245,1.1160760027459329,0.8969348617039228
133,1.145247754247996,0.5906683065110654,1.6486320281654447,1.1081019767940323
134,0.9661536254959195,0.9302636523639438,1.2099396529565645,1.2437108195974629
135,0.9756972372523702,0.8495061471605844,1.0881940590935055,0.9466328248957668
136,1.0715445955758311,0.8941553667051215,1.1572039405454757,1.0077048665868693
137,0.9197895205744361,0.9408149470508737,1.04519063726708,0.9883718027218972
138,0.8345652487003878,0.8048432018937617,0.9631215862418587,0.8376911131224455
139,0.9343554498947261,0.8377857409652901,1.0207079778513404,0.900882775122649
140,0.9068204845502126,0.9133698842588642,1.2857806560325626,0.8016384944719512
141,1.0141801217748834,1.0489841961944368,1.3060341165105145,1.4889768062840973
142,1.413310186305202,0.9303250064496124,1.3664692385709352,0.9693860229491092
143,1.1391456093021168,1.129971140281355,1.2374641601567238,0.8110639303682128
144,0.6310443300441542,1.0988152778041618,0.6730952872213019,1.0552886954495422
145,0.9406795719763273,0.8348466947281834,0.9774653498373888,0.8662540117631188
146,0.5686669191577293,0.7984550159887855,0.7859491402046559,0.7822351045801452
147,0.6628337124549739,0.7085541241788869,0.781622620162431,0.8025285615858699
148,1.097145768356808,1.0373805613486768,1.1371121530074866,1.0696491275085647
149,1.4979695531378587,0.9893294895750584,1.7641844076255226,0.9692869778887049
